range_label,range_min,range_max,netlist_file,netlist_file_norm,fault_type,nodes,labeled_fault_nodes,final_clean_nodes,final_bridging_nodes,final_glitch_nodes,final_stuck_at_nodes,mean_path_depth,max_path_depth,mean_dist_to_PO,max_dist_to_PO,mean_fanout,max_fanout,mean_CC0_exact,mean_CC1_exact,mean_CO_exact,edges,mean_edge_fan_out,max_edge_fan_out,fault_node_density_percent,source_file,requested_k,effective_k,candidate_nets,feasible_fault_sites,capped,output_file,fault_nodes_minus_effective_k,metadata_matched
100-500,100,500,bar.v,bar.v,glitch,3059,100,2959,0,100,0,1.6907486106570775,4,3.9996730957829354,10,1.8018960444589736,256,4.849297155933312,6.5648904870872835,3.9996730957829354,5512,43.033381712627,256,3.2690421706440014,bar.v,100,100,2831,2831,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k100_bar.v,0,1
100-500,100,500,bar.v,bar.v,stuck_at,3059,100,2959,0,0,100,1.690421706440013,4,3.801569140241909,8,1.8018960444589736,256,41848.45962732919,47408.02190258254,3.801569140241909,5512,43.033381712627,256,3.2690421706440014,bar.v,100,100,2831,2831,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k100_bar.v,0,1
100-500,100,500,c1355.v,c1355.v,bridging,924,406,518,406,0,0,8.16125541125541,23,0.7521645021645021,4,1.405844155844156,9,76897.83874458875,73635.01082251083,0.7521645021645021,1299,3.340261739799846,9,43.93939393939394,c1355.v,406,406,559,155961,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k406_c1355.v,0,1
100-500,100,500,c1355.v,c1355.v,glitch,924,406,518,0,406,0,0.6114718614718615,3,0.6569264069264069,3,1.0562770562770563,8,2.2543290043290045,1.897186147186147,0.6569264069264069,976,2.9364754098360657,8,43.93939393939394,c1355.v,406,406,559,559,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k406_c1355.v,0,1
100-500,100,500,c1355.v,c1355.v,stuck_at,924,406,518,0,0,406,0.6038961038961039,3,0.6536796536796536,3,1.0898268398268398,8,602814.6103896104,396105.04545454547,0.6536796536796536,1007,3.025819265143992,8,43.93939393939394,c1355.v,406,406,559,559,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k406_c1355.v,0,1
100-500,100,500,c17.v,c17.v,bridging,61,55,6,55,0,0,1.8524590163934427,5,0.16393442622950818,1,0.9180327868852459,10,3.1475409836065573,2.8524590163934427,0.16393442622950818,56,7.0,10,90.1639344262295,c17.v,383,55,11,55,1,fault_injection_fig_faultsweep/100-500/bridging/bridging_k383_c17.v,0,1
100-500,100,500,c17.v,c17.v,glitch,17,11,6,0,11,0,0.35294117647058826,1,0.5294117647058824,1,0.7058823529411765,2,1.7058823529411764,1.3529411764705883,0.5294117647058824,12,1.5,2,64.70588235294117,c17.v,383,11,11,11,1,fault_injection_fig_faultsweep/100-500/glitch/glitch_k383_c17.v,0,1
100-500,100,500,c17.v,c17.v,stuck_at,17,11,6,0,0,11,0.35294117647058826,1,0.5294117647058824,1,0.7058823529411765,2,588235.9411764706,411765.5294117647,0.5294117647058824,12,1.5,2,64.70588235294117,c17.v,383,11,11,11,1,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k383_c17.v,0,1
100-500,100,500,c1908.v,c1908.v,bridging,752,273,479,273,0,0,6.2287234042553195,21,0.976063829787234,5,1.5824468085106382,16,217.00797872340425,134.22739361702128,0.976063829787234,1190,4.542857142857143,16,36.3031914893617,c1908.v,273,273,512,130816,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k273_c1908.v,0,1
100-500,100,500,c1908.v,c1908.v,glitch,752,273,479,0,273,0,0.7832446808510638,3,0.8736702127659575,4,1.235372340425532,16,2.9800531914893615,2.4574468085106385,0.8736702127659575,929,4.334768568353068,16,36.3031914893617,c1908.v,273,273,512,512,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k273_c1908.v,0,1
100-500,100,500,c1908.v,c1908.v,stuck_at,752,273,479,0,0,273,0.8178191489361702,3,0.8723404255319149,5,1.2553191489361701,16,553192.625,405586.4920212766,0.8723404255319149,944,4.288135593220339,16,36.3031914893617,c1908.v,273,273,512,512,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k273_c1908.v,0,1
100-500,100,500,c2670.v,c2670.v,bridging,930,231,699,231,0,0,2.318279569892473,11,1.867741935483871,8,1.40752688172043,20,8.919354838709678,10.072043010752688,1.867741935483871,1309,3.8693659281894575,20,24.838709677419356,c2670.v,231,231,1022,521731,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k231_c2670.v,0,1
100-500,100,500,c2670.v,c2670.v,glitch,930,231,699,0,231,0,1.1548387096774193,5,1.864516129032258,7,1.2236559139784946,20,4.2064516129032254,4.303225806451613,1.864516129032258,1138,3.8084358523725834,20,24.838709677419356,c2670.v,231,231,1022,1022,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k231_c2670.v,0,1
100-500,100,500,c2670.v,c2670.v,stuck_at,930,231,699,0,0,231,1.232258064516129,7,2.120430107526882,13,1.2795698924731183,21,379572.4666666667,405379.02795698924,2.120430107526882,1190,4.410084033613446,21,24.838709677419356,c2670.v,231,231,1022,1022,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k231_c2670.v,0,1
100-500,100,500,c3540.v,c3540.v,bridging,1495,452,1043,452,0,0,6.316387959866221,17,1.3558528428093646,7,1.5404682274247492,18,575927.2347826087,665558.054180602,1.3558528428093646,2303,4.329570125922709,18,30.234113712374583,c3540.v,452,452,1093,596778,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k452_c3540.v,0,1
100-500,100,500,c3540.v,c3540.v,glitch,1495,452,1043,0,452,0,0.9411371237458194,5,1.1832775919732441,6,1.2481605351170568,16,2.6729096989966554,3.1324414715719064,1.1832775919732441,1866,4.040728831725616,16,30.234113712374583,c3540.v,452,452,1093,1093,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k452_c3540.v,0,1
100-500,100,500,c3540.v,c3540.v,stuck_at,1495,452,1043,0,0,452,0.9525083612040134,4,1.3565217391304347,8,1.2722408026755854,17,436121.93244147155,532442.7665551839,1.3565217391304347,1902,4.360672975814932,17,30.234113712374583,c3540.v,452,452,1093,1093,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k452_c3540.v,0,1
100-500,100,500,c432.v,c432.v,bridging,407,236,171,236,0,0,3.3095823095823094,8,0.5110565110565111,3,1.2285012285012284,19,383295.94103194104,316957.199017199,0.5110565110565111,500,4.444,19,57.98525798525799,c432.v,236,236,207,21321,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k236_c432.v,0,1
100-500,100,500,c432.v,c432.v,glitch,378,207,171,0,207,0,0.4523809523809524,1,0.5370370370370371,1,0.917989417989418,18,1.7857142857142858,1.6322751322751323,0.5370370370370371,347,3.7435158501440924,18,54.76190476190476,c432.v,236,207,207,207,1,fault_injection_fig_faultsweep/100-500/glitch/glitch_k236_c432.v,0,1
100-500,100,500,c432.v,c432.v,stuck_at,378,207,171,0,0,207,0.4523809523809524,1,0.5370370370370371,1,0.917989417989418,18,497355.28571428574,502646.28042328043,0.5370370370370371,347,3.7435158501440924,18,54.76190476190476,c432.v,236,207,207,207,1,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k236_c432.v,0,1
100-500,100,500,c499.v,c499.v,bridging,626,452,174,452,0,0,6.9904153354632586,15,0.3274760383386581,2,1.231629392971246,11,290743.1677316294,541537.9792332269,0.3274760383386581,771,5.243839169909209,11,72.20447284345047,c499.v,452,452,215,23005,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k452_c499.v,0,1
100-500,100,500,c499.v,c499.v,glitch,389,215,174,0,215,0,0.4473007712082262,1,0.4704370179948586,1,0.9665809768637532,8,1.7300771208226222,1.9511568123393317,0.4704370179948586,376,3.425531914893617,8,55.26992287917738,c499.v,452,215,215,215,1,fault_injection_fig_faultsweep/100-500/glitch/glitch_k452_c499.v,0,1
100-500,100,500,c499.v,c499.v,stuck_at,389,215,174,0,0,215,0.4473007712082262,1,0.4704370179948586,1,0.9665809768637532,8,444730.9794344473,555270.763496144,0.4704370179948586,376,3.425531914893617,8,55.26992287917738,c499.v,452,215,215,215,1,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k452_c499.v,0,1
100-500,100,500,c5315.v,c5315.v,bridging,1995,409,1586,409,0,0,3.2280701754385963,9,1.7228070175438597,10,1.5954887218045113,42,2531.2045112781957,3537.327819548872,1.7228070175438597,3183,5.806786050895382,42,20.50125313283208,c5315.v,409,409,1783,1588653,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k409_c5315.v,0,1
100-500,100,500,c5315.v,c5315.v,glitch,1995,409,1586,0,409,0,1.1884711779448622,5,1.650125313283208,9,1.3964912280701753,42,4.075689223057644,3.994486215538847,1.650125313283208,2786,5.873653984206748,42,20.50125313283208,c5315.v,409,409,1783,1783,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k409_c5315.v,0,1
100-500,100,500,c5315.v,c5315.v,stuck_at,1995,409,1586,0,0,409,1.1949874686716793,5,1.7513784461152881,12,1.4170426065162907,42,364413.6701754386,360403.74686716794,1.7513784461152881,2827,6.114255394411036,42,20.50125313283208,c5315.v,409,409,1783,1783,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k409_c5315.v,0,1
100-500,100,500,c6288.v,c6288.v,bridging,2737,384,2353,384,0,0,3.906101571063208,11,2.1286079649251004,7,1.7073438070880527,16,103.86481549141396,183.57983193277312,2.1286079649251004,4673,2.677295099507811,16,14.029959810010961,c6288.v,384,384,2385,2842920,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k384_c6288.v,0,1
100-500,100,500,c6288.v,c6288.v,glitch,2737,384,2353,0,384,0,1.4760686883449032,5,2.1074168797953963,8,1.567409572524662,16,4.286810376324443,7.123492875411034,2.1074168797953963,4290,2.473193473193473,16,14.029959810010961,c6288.v,384,384,2385,2385,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k384_c6288.v,0,1
100-500,100,500,c6288.v,c6288.v,stuck_at,2737,384,2353,0,0,384,1.4373401534526855,5,2.195104128607965,8,1.5498721227621484,16,167344.20387285348,330664.07489952503,2.195104128607965,4242,2.32013201320132,16,14.029959810010961,c6288.v,384,384,2385,2385,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k384_c6288.v,0,1
100-500,100,500,c7552.v,c7552.v,bridging,2521,190,2331,190,0,0,3.0138833796112654,10,3.4093613645378817,19,1.710829036096787,90,14.186433954779849,14.665608885362952,3.4093613645378817,4313,5.261998608856944,90,7.53669178897263,c7552.v,190,190,2588,3347578,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k190_c7552.v,0,1
100-500,100,500,c7552.v,c7552.v,glitch,2521,190,2331,0,190,0,2.1344704482348273,8,3.403808012693376,16,1.6473621578738595,90,8.796112653708846,9.448234827449426,3.403808012693376,4153,5.3115819889236695,90,7.53669178897263,c7552.v,190,190,2588,2588,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k190_c7552.v,0,1
100-500,100,500,c7552.v,c7552.v,stuck_at,2521,190,2331,0,0,190,2.188813962713209,7,3.6755255850852837,22,1.6937723125743753,115,358595.1753272511,316151.52994843316,3.6755255850852837,4270,8.263700234192038,115,7.53669178897263,c7552.v,190,190,2588,2588,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k190_c7552.v,0,1
100-500,100,500,c880.v,c880.v,bridging,519,196,323,196,0,0,4.393063583815029,13,1.0674373795761078,6,1.420038535645472,9,102141.57418111754,92507.55491329479,1.0674373795761078,737,3.1899592944369064,9,37.76493256262042,c880.v,196,196,383,73153,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k196_c880.v,0,1
100-500,100,500,c880.v,c880.v,glitch,519,196,323,0,196,0,0.7418111753371869,4,0.9094412331406551,4,1.0443159922928709,8,2.352601156069364,2.433526011560694,0.9094412331406551,542,2.6494464944649447,8,37.76493256262042,c880.v,196,196,383,383,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k196_c880.v,0,1
100-500,100,500,c880.v,c880.v,stuck_at,519,196,323,0,0,196,0.7610789980732178,3,0.8747591522157996,4,1.1078998073217727,8,450868.310211946,520232.28323699423,0.8747591522157996,575,2.8643478260869566,8,37.76493256262042,c880.v,196,196,383,383,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k196_c880.v,0,1
100-500,100,500,cavlc.v,cavlc.v,bridging,1368,127,1241,127,0,0,2.9466374269005846,9,4.779239766081871,26,1.345029239766082,37,2200.4853801169593,1470.2229532163742,4.779239766081871,1840,5.160869565217391,37,9.283625730994151,cavlc.v,127,127,1230,755835,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k127_cavlc.v,0,1
100-500,100,500,cavlc.v,cavlc.v,glitch,1368,127,1241,0,127,0,2.02046783625731,8,5.498538011695906,22,1.2521929824561404,37,4.654239766081871,4.9714912280701755,5.498538011695906,1713,5.276707530647986,37,9.283625730994151,cavlc.v,127,127,1230,1230,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k127_cavlc.v,0,1
100-500,100,500,cavlc.v,cavlc.v,stuck_at,1368,127,1241,0,0,127,2.0080409356725144,7,6.098684210526316,25,1.2521929824561404,37,178366.68421052632,191524.92032163742,6.098684210526316,1713,5.276707530647986,37,9.283625730994151,cavlc.v,127,127,1230,1230,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k127_cavlc.v,0,1
100-500,100,500,ctrl.v,ctrl.v,bridging,709,403,306,403,0,0,4.6417489421720735,5,0.4922425952045134,3,1.1142454160789845,23,881523.6248236954,906911.4033850493,0.4922425952045134,790,4.584810126582278,23,56.84062059238364,ctrl.v,403,403,296,43660,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k403_ctrl.v,0,1
100-500,100,500,ctrl.v,ctrl.v,glitch,602,296,306,0,296,0,0.4833887043189369,1,0.46677740863787376,1,0.6495016611295681,23,1.4916943521594683,1.6411960132890366,0.46677740863787376,391,3.772378516624041,23,49.16943521594684,ctrl.v,403,296,296,296,1,fault_injection_fig_faultsweep/100-500/glitch/glitch_k403_ctrl.v,0,1
100-500,100,500,ctrl.v,ctrl.v,stuck_at,602,296,306,0,0,296,0.4833887043189369,1,0.46677740863787376,1,0.6495016611295681,23,448505.82059800666,526578.7790697674,0.46677740863787376,391,3.772378516624041,23,49.16943521594684,ctrl.v,403,296,296,296,1,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k403_ctrl.v,0,1
100-500,100,500,dec.v,dec.v,bridging,743,431,312,431,0,0,3.430686406460296,8,0.07537012113055182,1,1.3768506056527592,32,4.430686406460296,6.585464333781965,0.07537012113055182,1023,21.330400782013687,32,58.008075370121134,dec.v,431,431,56,1540,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k431_dec.v,0,1
100-500,100,500,dec.v,dec.v,glitch,368,56,312,0,56,0,0.8152173913043478,1,0.15217391304347827,1,1.608695652173913,16,1.815217391304348,2.608695652173913,0.15217391304347827,592,14.324324324324325,16,15.217391304347826,dec.v,431,56,56,56,1,fault_injection_fig_faultsweep/100-500/glitch/glitch_k431_dec.v,0,1
100-500,100,500,dec.v,dec.v,stuck_at,368,56,312,0,0,56,0.8152173913043478,1,0.15217391304347827,1,1.608695652173913,16,288044.79347826086,679348.5597826086,0.15217391304347827,592,14.324324324324325,16,15.217391304347826,dec.v,431,56,56,56,1,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k431_dec.v,0,1
100-500,100,500,div.v,div.v,bridging,101479,494,100985,494,0,0,4.619300544940333,11,16.637767419860268,67,1.519545915903783,1124,177.6600577459376,179.5649740340366,16.637767419860268,154202,15.84537165536115,1124,0.48680022467702677,div.v,494,494,100857,5086016796,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k494_div.v,0,1
100-500,100,500,div.v,div.v,glitch,101479,494,100985,0,494,0,4.452054119571537,11,17.89270686545985,130,1.5146779136570128,1124,122.76384276549828,124.01129297687206,17.89270686545985,153708,15.883922762640852,1124,0.48680022467702677,div.v,494,494,100857,100857,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k494_div.v,0,1
100-500,100,500,div.v,div.v,stuck_at,101479,494,100985,0,0,494,4.4500044344150025,10,17.904768474265612,115,1.5146779136570128,1124,9286.863400309423,9959.78947368421,17.904768474265612,153708,15.883922762640852,1124,0.48680022467702677,div.v,494,494,100857,100857,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k494_div.v,0,1
100-500,100,500,i2c.v,i2c.v,bridging,2327,305,2022,305,0,0,2.913622690159003,11,2.771809196390202,17,1.3841856467554792,95,60171.07004727116,81660.54103996562,2.771809196390202,3221,7.315429990686122,95,13.10700472711646,i2c.v,305,305,2184,2383836,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k305_i2c.v,0,1
100-500,100,500,i2c.v,i2c.v,glitch,2327,305,2022,0,305,0,1.6222604211431026,6,2.8577567683712934,17,1.2273313278899871,95,4.22990975504942,5.069187795444779,2.8577567683712934,2856,6.810224089635854,95,13.10700472711646,i2c.v,305,305,2184,2184,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k305_i2c.v,0,1
100-500,100,500,i2c.v,i2c.v,stuck_at,2327,305,2022,0,0,305,1.660077352814783,7,2.8891276321443917,17,1.232058444348947,95,226045.1005586592,304257.7189514396,2.8891276321443917,2867,6.792814788978026,95,13.10700472711646,i2c.v,305,305,2184,2184,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k305_i2c.v,0,1
100-500,100,500,int2float.v,int2float.v,bridging,766,359,407,359,0,0,6.4164490861618795,17,0.7271540469973891,5,1.1514360313315928,16,276768.8146214099,298962.2663185379,0.7271540469973891,882,3.834467120181406,16,46.866840731070496,int2float.v,359,359,400,79800,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k359_int2float.v,0,1
100-500,100,500,int2float.v,int2float.v,glitch,766,359,407,0,359,0,0.5195822454308094,2,0.5757180156657964,3,0.6827676240208878,16,1.5430809399477807,1.7323759791122715,0.5757180156657964,523,3.0726577437858507,16,46.866840731070496,int2float.v,359,359,400,400,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k359_int2float.v,0,1
100-500,100,500,int2float.v,int2float.v,stuck_at,766,359,407,0,0,359,0.5169712793733682,2,0.5678851174934726,4,0.6827676240208878,16,438643.1527415144,509139.16840731073,0.5678851174934726,523,3.0726577437858507,16,46.866840731070496,int2float.v,359,359,400,400,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k359_int2float.v,0,1
100-500,100,500,log2.v,log2.v,bridging,47199,453,46746,453,0,0,8.304370855314732,23,13.541558083857709,71,1.636835526176402,118,1035.0015042691582,1177.0312930358693,13.541558083857709,77257,11.7759296892191,118,0.9597660967393377,log2.v,453,453,46714,1091075541,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k453_log2.v,0,1
100-500,100,500,log2.v,log2.v,glitch,47199,453,46746,0,453,0,6.795461768257802,21,14.0189198923706,84,1.6272378652090087,118,268.75944405601814,304.9216720693235,14.0189198923706,76804,11.82079058382376,118,0.9597660967393377,log2.v,453,453,46714,46714,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k453_log2.v,0,1
100-500,100,500,log2.v,log2.v,stuck_at,47199,453,46746,0,0,453,6.837242314455815,20,15.08120934765567,113,1.6272378652090087,118,39492.80052543486,51852.81635204136,15.08120934765567,76804,11.82079058382376,118,0.9597660967393377,log2.v,453,453,46714,46714,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k453_log2.v,0,1
100-500,100,500,max.v,max.v,bridging,5332,269,5063,269,0,0,4.160915228807202,13,7.145723930982745,41,1.2293698424606152,129,11.278507126781696,11.88953488372093,7.145723930982745,6555,13.71212814645309,129,5.045011252813203,max.v,269,269,4933,12164778,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k269_max.v,0,1
100-500,100,500,max.v,max.v,glitch,5332,269,5063,0,269,0,3.1864216054013506,10,9.619279819954988,46,1.1789197299324832,129,9.22543135783946,9.502625656414104,9.619279819954988,6286,14.159720012726694,129,5.045011252813203,max.v,269,269,4933,4933,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k269_max.v,0,1
100-500,100,500,max.v,max.v,stuck_at,5332,269,5063,0,0,269,3.153788447111778,10,13.231995498874719,83,1.1789197299324832,129,80468.38915978995,87595.25656414103,13.231995498874719,6286,14.159720012726694,129,5.045011252813203,max.v,269,269,4933,4933,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k269_max.v,0,1
100-500,100,500,memctrl.v,memctrl.v,bridging,81751,398,81353,398,0,0,3.469290895524214,12,17.722535504152855,98,1.4192119974067596,321,24.372117772259667,25.542501009161967,17.722535504152855,116022,13.251400596438607,321,0.4868441976244939,memctrl.v,398,398,82792,3427216236,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k398_memctrl.v,0,1
100-500,100,500,memctrl.v,memctrl.v,glitch,81751,398,81353,0,398,0,3.33988575063302,12,18.05221954471505,101,1.4143435554305146,321,18.233354943670413,18.978630230822866,18.05221954471505,115624,13.277831592057012,321,0.4868441976244939,memctrl.v,398,398,82792,82792,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k398_memctrl.v,0,1
100-500,100,500,memctrl.v,memctrl.v,stuck_at,81751,398,81353,0,0,398,3.3429927462661007,12,18.460667147802475,101,1.4127411285488862,321,14195.951584690096,14771.459933211827,18.460667147802475,115493,13.232135280926117,321,0.4868441976244939,memctrl.v,398,398,82792,82792,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k398_memctrl.v,0,1
100-500,100,500,multiplier.v,multiplier.v,bridging,43218,244,42974,244,0,0,10.180711740478504,22,15.55250127261789,49,1.4582581331852469,65,157.31639594613355,158.63563792864085,15.55250127261789,63023,7.314520095838027,65,0.564579573325929,multiplier.v,244,244,42846,917868435,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k244_multiplier.v,0,1
100-500,100,500,multiplier.v,multiplier.v,glitch,43218,244,42974,0,244,0,8.567518163728076,19,16.090101346661115,48,1.4526123374519877,65,114.2647739367856,115.16275625896617,16.090101346661115,62779,7.329250226986732,65,0.564579573325929,multiplier.v,244,244,42846,42846,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k244_multiplier.v,0,1
100-500,100,500,multiplier.v,multiplier.v,stuck_at,43218,244,42974,0,0,244,8.683742884909066,19,15.376949419223472,48,1.4526123374519877,65,23586.268383543895,25368.864315794344,15.376949419223472,62779,7.329250226986732,65,0.564579573325929,multiplier.v,244,244,42846,42846,0,fault_injection_fig_faultsweep/100-500/stuck_at/stuck_at_k244_multiplier.v,0,1
100-500,100,500,router.v,router.v,bridging,552,187,365,187,0,0,3.9981884057971016,13,1.1068840579710144,5,1.2173913043478262,5,94211.2536231884,117766.24456521739,1.1068840579710144,672,2.2470238095238093,5,33.8768115942029,router.v,187,187,362,65341,0,fault_injection_fig_faultsweep/100-500/bridging/bridging_k187_router.v,0,1
100-500,100,500,router.v,router.v,glitch,552,187,365,0,187,0,0.7572463768115942,5,1.0996376811594204,5,0.8786231884057971,4,2.003623188405797,2.6268115942028984,1.0996376811594204,485,1.5649484536082474,4,33.8768115942029,router.v,187,187,362,362,0,fault_injection_fig_faultsweep/100-500/glitch/glitch_k187_router.v,0,1
