setting_label,netlist_file,netlist_file_norm,fault_type,nodes,labeled_fault_nodes,final_clean_nodes,final_bridging_nodes,final_glitch_nodes,final_stuck_at_nodes,mean_path_depth,max_path_depth,mean_dist_to_PO,max_dist_to_PO,mean_fanout,max_fanout,mean_CC0_exact,mean_CC1_exact,mean_CO_exact,edges,mean_edge_fan_out,max_edge_fan_out,fault_node_density_percent
baseline_original,arbiter.v,arbiter.v,glitch,23289,100,23189,0,100,0,2.854008330112929,4,63.921593885525354,169,1.4765769247284126,42,7.983897977585984,8.053802224226029,63.921593885525354,34388,13.588577410724671,42,0.4293872643737387
baseline_original,arbiter.v,arbiter.v,stuck_at,23289,100,23189,0,0,100,2.8428013225127744,4,62.8143329468848,169,1.47661986345485,42,17999.11241358581,18385.65722014685,62.8143329468848,34389,13.588211346651546,42,0.4293872643737387
baseline_original,bar.v,bar.v,bridging,3059,100,2959,100,0,0,1.8881987577639752,6,3.91010134030729,10,1.834913370382478,256,446552.43903236353,735862.4132069304,3.91010134030729,5613,42.370033849991096,256,3.2690421706440014
baseline_original,bar.v,bar.v,clean,2959,0,2959,0,0,0,1.8188577222034472,4,6.1355187563366,12,1.8627914836093276,256,5.4143291652585335,8.0537343697195,6.1355187563366,5512,43.033381712627,256,0.0
baseline_original,bar.v,bar.v,glitch,3059,100,2959,0,100,0,1.700228832951945,4,4.092840797646289,10,1.8045112781954886,256,4.894409937888199,6.793069630598235,4.092840797646289,5520,42.97391304347826,256,3.2690421706440014
baseline_original,bar.v,bar.v,stuck_at,3059,100,2959,0,0,100,1.6989212160836875,4,4.012422360248447,10,1.803203661327231,256,41848.47237659366,46427.23504413207,4.012422360248447,5516,43.003625815808554,256,3.2690421706440014
baseline_original,c1355.v,c1355.v,bridging,573,55,518,55,0,0,3.602094240837696,12,2.8464223385689356,12,1.5410122164048865,8,781850.3612565445,764398.3944153577,2.8464223385689356,883,2.497168742921857,8,9.598603839441536
baseline_original,c1355.v,c1355.v,clean,518,0,518,0,0,0,3.9845559845559846,8,6.227799227799228,14,1.5907335907335907,8,64.24324324324324,65.79536679536679,6.227799227799228,824,2.3883495145631066,8,0.0
baseline_original,c1355.v,c1355.v,glitch,573,55,518,0,55,0,1.9144851657940662,6,2.6108202443280977,11,1.450261780104712,8,11.99825479930192,11.884816753926701,2.6108202443280977,831,2.4127557160048134,8,9.598603839441536
baseline_original,c1355.v,c1355.v,stuck_at,573,55,518,0,0,55,2.0767888307155324,7,2.4485165794066317,8,1.4712041884816753,8,317634.57242582896,260041.49738219896,2.4485165794066317,843,2.4638196915776986,8,9.598603839441536
baseline_original,c17.v,c17.v,bridging,16,10,6,10,0,0,2.6875,5,0.5625,2,1.0625,3,5.125,3.6875,0.5625,17,2.2941176470588234,3,62.5
baseline_original,c17.v,c17.v,clean,6,0,6,0,0,0,0.8333333333333334,2,0.8333333333333334,2,1.0,2,2.5,1.8333333333333333,0.8333333333333334,6,1.6666666666666667,2,0.0
baseline_original,c17.v,c17.v,glitch,16,10,6,0,10,0,0.375,1,0.625,2,0.75,2,1.8125,1.375,0.625,12,1.5,2,62.5
baseline_original,c17.v,c17.v,stuck_at,16,10,6,0,0,10,0.375,1,0.5,1,0.6875,2,625000.6875,375000.8125,0.5,11,1.5454545454545454,2,62.5
baseline_original,c1908.v,c1908.v,bridging,530,51,479,51,0,0,3.688679245283019,13,2.669811320754717,10,1.741509433962264,16,771698.9905660377,690567.0867924528,2.669811320754717,923,4.293607800650054,16,9.622641509433961
baseline_original,c1908.v,c1908.v,clean,479,0,479,0,0,0,2.7369519832985385,8,4.455114822546973,12,1.7995824634655533,16,31.511482254697285,18.55323590814196,4.455114822546973,862,4.294663573085847,16,0.0
baseline_original,c1908.v,c1908.v,glitch,530,51,479,0,51,0,1.939622641509434,5,2.4584905660377356,11,1.6584905660377358,16,16.766037735849057,9.769811320754718,2.4584905660377356,879,4.3401592718998865,16,9.622641509433961
baseline_original,c1908.v,c1908.v,stuck_at,530,51,479,0,0,51,1.8094339622641509,6,2.4358490566037734,9,1.639622641509434,16,345287.6735849057,243400.6566037736,2.4358490566037734,869,4.288837744533947,16,9.622641509433961
baseline_original,c2670.v,c2670.v,bridging,889,190,699,190,0,0,2.298087739032621,9,2.6591676040494936,10,1.3790776152980877,21,625422.5624296963,632171.6490438695,2.6591676040494936,1226,3.8515497553017943,21,21.372328458942633
baseline_original,c2670.v,c2670.v,clean,699,0,699,0,0,0,2.296137339055794,9,5.609442060085837,14,1.553648068669528,20,9.851216022889842,10.650929899856939,5.609442060085837,1086,3.8931860036832413,20,0.0
baseline_original,c2670.v,c2670.v,glitch,889,190,699,0,190,0,1.418447694038245,6,2.8931383577052867,12,1.2609673790776152,20,5.7952755905511815,1130.9235095613049,2.8931383577052867,1121,3.817127564674398,20,21.372328458942633
baseline_original,c2670.v,c2670.v,stuck_at,889,190,699,0,0,190,1.5241844769403825,8,2.6524184476940382,13,1.2947131608548932,21,222726.51293588302,220477.11586051743,2.6524184476940382,1151,4.17984361424848,21,21.372328458942633
baseline_original,c3540.v,c3540.v,bridging,1143,100,1043,100,0,0,3.820647419072616,10,3.851268591426072,11,1.6299212598425197,16,815398.4925634295,841645.1636045495,3.851268591426072,1863,3.8341384863123995,16,8.748906386701663
baseline_original,c3540.v,c3540.v,clean,1043,0,1043,0,0,0,3.87823585810163,11,6.641418983700863,14,1.648130393096836,16,18.117929050814958,19.314477468839886,6.641418983700863,1719,3.5479930191972078,16,0.0
baseline_original,c3540.v,c3540.v,glitch,1143,100,1043,0,100,0,2.179352580927384,8,3.6605424321959754,11,1.5196850393700787,16,8.605424321959754,9.652668416447945,3.6605424321959754,1737,3.6332757628094416,16,8.748906386701663
baseline_original,c3540.v,c3540.v,stuck_at,1143,100,1043,0,0,100,2.1224846894138234,7,3.6692913385826773,11,1.5284339457567804,16,189863.44706911637,238857.48118985127,3.6692913385826773,1747,3.618202633085289,16,8.748906386701663
baseline_original,c432.v,c432.v,bridging,191,20,171,20,0,0,3.968586387434555,9,2.413612565445026,6,1.5392670157068062,18,801047.4712041885,801047.4869109947,2.413612565445026,294,4.149659863945578,18,10.471204188481675
baseline_original,c432.v,c432.v,clean,171,0,171,0,0,0,3.4678362573099415,8,5.286549707602339,9,1.5555555555555556,18,24.251461988304094,18.12280701754386,5.286549707602339,266,4.172932330827067,18,0.0
baseline_original,c432.v,c432.v,glitch,191,20,171,0,20,0,1.9790575916230366,5,3.0785340314136125,7,1.4293193717277486,18,12.44502617801047,10.408376963350785,3.0785340314136125,273,4.128205128205129,18,10.471204188481675
baseline_original,c432.v,c432.v,stuck_at,191,20,171,0,0,20,1.8638743455497382,5,2.7277486910994764,7,1.4293193717277486,18,193723.57068062827,219901.57591623036,2.7277486910994764,273,4.128205128205129,18,10.471204188481675
baseline_original,c499.v,c499.v,bridging,195,21,174,21,0,0,2.58974358974359,8,1.8307692307692307,6,1.5076923076923077,8,723077.6564102564,733333.9230769231,1.8307692307692307,294,3.4829931972789114,8,10.76923076923077
baseline_original,c499.v,c499.v,clean,174,0,174,0,0,0,2.1379310344827585,4,2.6091954022988504,6,1.5172413793103448,8,10.080459770114942,37.666666666666664,2.6091954022988504,264,3.515151515151515,8,0.0
baseline_original,c499.v,c499.v,glitch,195,21,174,0,21,0,1.4256410256410257,4,1.6615384615384616,6,1.3897435897435897,8,4.046153846153846,22.164102564102564,1.6615384615384616,271,3.4944649446494465,8,10.76923076923077
baseline_original,c499.v,c499.v,stuck_at,195,21,174,0,0,21,1.4564102564102563,4,1.7897435897435898,6,1.4,8,35904.61538461538,123103.18974358974,1.7897435897435898,273,3.498168498168498,8,10.76923076923077
baseline_original,c5315.v,c5315.v,bridging,1705,119,1586,119,0,0,2.4205278592375365,8,3.1870967741935483,17,1.6181818181818182,42,608798.6123167155,658065.2322580646,3.1870967741935483,2759,5.634287785429503,42,6.979472140762463
baseline_original,c5315.v,c5315.v,clean,1586,0,1586,0,0,0,2.3764186633039093,8,5.667717528373266,23,1.6563682219419924,42,9.62673392181589,9.48360655737705,5.667717528373266,2627,5.568709554625047,42,0.0
baseline_original,c5315.v,c5315.v,glitch,1705,119,1586,0,119,0,1.8850439882697947,7,3.55366568914956,23,1.5624633431085044,42,7.153079178885631,7.091495601173021,3.55366568914956,2664,5.556306306306307,42,6.979472140762463
baseline_original,c5315.v,c5315.v,stuck_at,1705,119,1586,0,0,119,1.839882697947214,6,3.3853372434017595,19,1.56950146627566,42,132558.13900293256,111444.00469208212,3.3853372434017595,2676,5.697309417040358,42,6.979472140762463
baseline_original,c6288.v,c6288.v,bridging,2453,100,2353,100,0,0,2.5238483489604566,8,4.390134529147982,13,1.7566245413779047,16,556473.6567468406,715464.466775377,4.390134529147982,4309,2.2689719192388025,16,4.076640847941296
baseline_original,c6288.v,c6288.v,clean,2353,0,2353,0,0,0,2.105822354441139,6,14.654058648533786,34,1.7756056098597535,3,23.649383765405865,38.54441138971526,14.654058648533786,4178,2.1105792245093347,3,0.0
baseline_original,c6288.v,c6288.v,glitch,2453,100,2353,0,100,0,2.01875254790053,6,4.640032613126784,14,1.729311047696698,16,9.549531186302486,16.047696697920912,4.640032613126784,4242,2.32013201320132,16,4.076640847941296
baseline_original,c6288.v,c6288.v,stuck_at,2453,100,2353,0,0,100,1.8340807174887892,6,4.506318793314309,16,1.7032205462698735,3,27732.84508764778,69321.66653077863,4.506318793314309,4178,2.1105792245093347,3,4.076640847941296
baseline_original,c7552.v,c7552.v,bridging,2481,150,2331,150,0,0,2.98186215235792,8,4.440951229343007,20,1.7106005642885933,90,769448.3986295848,761387.097541314,4.440951229343007,4244,5.276625824693685,90,6.045949214026602
baseline_original,c7552.v,c7552.v,clean,2331,0,2331,0,0,0,3.002145002145002,8,6.460746460746461,22,1.7722007722007722,90,13.583869583869584,14.12097812097812,6.460746460746461,4131,5.312273057371097,90,0.0
baseline_original,c7552.v,c7552.v,glitch,2481,150,2331,0,150,0,2.441354292623942,8,4.313180169286578,22,1.682386134623136,90,10.421604191858123,11.204756146715035,4.313180169286578,4174,5.330618112122664,90,6.045949214026602
baseline_original,c7552.v,c7552.v,stuck_at,2481,150,2331,0,0,150,2.411527609834744,8,4.436114469971786,22,1.6723095525997582,90,79011.23458282951,61679.77992744861,4.436114469971786,4149,5.296939021450952,90,6.045949214026602
baseline_original,c880.v,c880.v,bridging,361,38,323,38,0,0,3.515235457063712,9,2.2714681440443214,7,1.3961218836565097,8,753463.0249307479,781163.7950138504,2.2714681440443214,504,2.492063492063492,8,10.526315789473685
baseline_original,c880.v,c880.v,clean,323,0,323,0,0,0,2.7739938080495357,7,3.371517027863777,9,1.3622291021671826,8,11.030959752321982,11.207430340557275,3.371517027863777,440,2.1818181818181817,8,0.0
baseline_original,c880.v,c880.v,glitch,361,38,323,0,38,0,1.9695290858725762,7,2.119113573407202,6,1.2714681440443214,8,7.135734072022161,7.412742382271468,2.119113573407202,459,2.233115468409586,8,10.526315789473685
baseline_original,c880.v,c880.v,stuck_at,361,38,323,0,0,38,1.7119113573407203,6,2.1052631578947367,7,1.265927977839335,8,254852.04709141274,263162.7451523546,2.1052631578947367,457,2.2603938730853392,8,10.526315789473685
baseline_original,cavlc.v,cavlc.v,bridging,1341,100,1241,100,0,0,2.9284116331096195,9,5.978374347501864,21,1.3631618195376585,37,412381.81580909766,447430.42132736766,5.978374347501864,1828,5.258205689277899,37,7.457121551081283
baseline_original,cavlc.v,cavlc.v,clean,1241,0,1241,0,0,0,2.7131345688960518,10,13.625302175664787,27,1.3803384367445608,37,6.7912973408541495,7.206285253827558,13.625302175664787,1713,5.276707530647986,37,0.0
baseline_original,cavlc.v,cavlc.v,glitch,1341,100,1241,0,100,0,2.149888143176734,8,6.140193885160328,21,1.2774049217002237,37,4.89634601043997,5.258762117822521,6.140193885160328,1713,5.276707530647986,37,7.457121551081283
baseline_original,cavlc.v,cavlc.v,stuck_at,1341,100,1241,0,0,100,2.1648023862788963,8,6.850857568978374,26,1.2774049217002237,37,129758.50111856824,133487.29977628635,6.850857568978374,1713,5.276707530647986,37,7.457121551081283
baseline_original,ctrl.v,ctrl.v,bridging,338,32,306,32,0,0,3.831360946745562,19,2.562130177514793,12,1.2662721893491125,24,535504.9142011835,573966.5059171597,2.562130177514793,428,3.869158878504673,24,9.467455621301776
baseline_original,ctrl.v,ctrl.v,clean,306,0,306,0,0,0,3.1209150326797386,14,4.127450980392157,16,1.2777777777777777,23,6.683006535947713,6.9183006535947715,4.127450980392157,391,3.772378516624041,23,0.0
baseline_original,ctrl.v,ctrl.v,glitch,338,32,306,0,32,0,2.3698224852071004,9,2.834319526627219,10,1.168639053254438,23,2963.621301775148,5.189349112426036,2.834319526627219,395,3.7746835443037976,23,9.467455621301776
baseline_original,ctrl.v,ctrl.v,stuck_at,338,32,306,0,0,32,1.9585798816568047,11,2.7514792899408285,10,1.227810650887574,23,168642.73668639053,233731.55621301776,2.7514792899408285,415,4.831325301204819,23,9.467455621301776
baseline_original,dec.v,dec.v,bridging,344,32,312,32,0,0,2.5755813953488373,7,0.3168604651162791,3,1.819767441860465,17,267444.31104651163,918604.8691860465,0.3168604651162791,626,13.856230031948881,17,9.30232558139535
baseline_original,dec.v,dec.v,clean,312,0,312,0,0,0,2.0993589743589745,3,0.28205128205128205,3,1.8974358974358974,16,3.0993589743589745,9.666666666666666,0.28205128205128205,592,14.324324324324325,16,0.0
baseline_original,dec.v,dec.v,glitch,344,32,312,0,32,0,1.4825581395348837,3,0.20348837209302326,3,1.7209302325581395,16,2.4825581395348837,7.430232558139535,0.20348837209302326,592,14.324324324324325,16,9.30232558139535
baseline_original,dec.v,dec.v,stuck_at,344,32,312,0,0,32,1.6686046511627908,3,0.22674418604651161,3,1.7267441860465116,16,52328.375,293610.65406976745,0.22674418604651161,594,14.282828282828282,16,9.30232558139535
baseline_original,div.v,div.v,bridging,101085,100,100985,100,0,0,4.779690359598358,11,33.05218380570807,255,1.521570955136766,245,667281.5594796458,682413.9299599347,33.096987683632584,153808,7.995058774576095,245,0.09892664589207104
baseline_original,div.v,div.v,clean,100985,0,100985,0,0,0,4.776392533544586,11,140.62685547358518,283,1.5220874387285241,245,261.52893994157546,259.41760657523395,158.6030598603753,153708,7.99795716553465,245,0.0
baseline_original,div.v,div.v,glitch,101085,100,100985,0,100,0,4.726942672008706,11,36.25139239254093,255,1.5205816886778454,245,190.85662561210862,193.0185091754464,36.29619627046545,153708,7.99795716553465,245,0.09892664589207104
baseline_original,div.v,div.v,stuck_at,101085,100,100985,0,0,100,4.743720631152001,11,35.950190433793345,255,1.5205816886778454,245,2396.547598555671,2665.2101597665333,35.99499431171786,153708,7.99795716553465,245,0.09892664589207104
baseline_original,i2c.v,i2c.v,bridging,2137,115,2022,115,0,0,2.4272344408048667,9,4.057089377632194,25,1.3720168460458586,95,277962.9101544221,357981.94197473093,4.057089377632194,2932,6.745566166439291,95,5.381375760411792
baseline_original,i2c.v,i2c.v,clean,2022,0,2022,0,0,0,2.298219584569733,7,6.162215628090999,30,1.3966369930761622,95,6.482195845697329,7.832838773491592,6.162215628090999,2824,6.856232294617564,95,0.0
baseline_original,i2c.v,i2c.v,glitch,2137,115,2022,0,115,0,2.0243331773514273,7,4.182966775854001,19,1.3331773514272345,95,473.4506317267197,6.720168460458587,4.182966775854001,2849,6.865215865215865,95,5.381375760411792
baseline_original,i2c.v,i2c.v,stuck_at,2137,115,2022,0,0,115,2.0514740290126343,7,4.749181094992981,30,1.3294337856808611,95,148342.72297613477,189522.6214319139,4.749181094992981,2841,6.8627243928194295,95,5.381375760411792
baseline_original,int2float.v,int2float.v,bridging,448,41,407,41,0,0,3.453125,11,3.8950892857142856,14,1.3214285714285714,16,544644.5044642857,609376.6808035715,3.8950892857142856,592,3.449324324324324,16,9.151785714285714
baseline_original,int2float.v,int2float.v,clean,407,0,407,0,0,0,2.4152334152334154,9,10.282555282555283,27,1.285012285012285,16,5.523341523341523,5.788697788697789,10.282555282555283,523,3.0726577437858507,16,0.0
baseline_original,int2float.v,int2float.v,glitch,448,41,407,0,41,0,1.8236607142857142,8,5.125,22,1.1674107142857142,16,4.095982142857143,4.310267857142857,5.125,523,3.0726577437858507,16,9.151785714285714
baseline_original,int2float.v,int2float.v,stuck_at,448,41,407,0,0,41,1.7901785714285714,7,4.982142857142857,20,1.1941964285714286,16,127235.734375,151789.3705357143,4.982142857142857,535,3.1532710280373832,16,9.151785714285714
baseline_original,log2.v,log2.v,bridging,46846,100,46746,100,0,0,8.301263715151775,22,26.0421807624984,135,1.6416342910814157,118,903280.1720317637,918948.6233616531,26.0421807624984,76904,11.810074898574847,118,0.2134653972591043
baseline_original,log2.v,log2.v,clean,46746,0,46746,0,0,0,8.308347238266375,23,77.12093013305952,239,1.6430068882899072,118,3407.5670859538786,3776.7468018654004,83.58867068840115,76804,11.82079058382376,118,0.0
baseline_original,log2.v,log2.v,glitch,46846,100,46746,0,100,0,7.8405200017077235,23,29.02062075737523,136,1.6394996371088246,118,1168.4269948341373,1327.4294496862058,29.02062075737523,76804,11.82079058382376,118,0.2134653972591043
baseline_original,log2.v,log2.v,stuck_at,46846,100,46746,0,0,100,7.724544251376852,22,28.51946804423003,136,1.6394996371088246,118,12598.505037783376,19309.498975366092,28.51946804423003,76804,11.82079058382376,118,0.2134653972591043
baseline_original,max.v,max.v,bridging,5163,100,5063,100,0,0,4.162696106914584,12,13.321712182839434,57,1.2374588417586674,129,341084.63819484797,319005.3834979663,13.321712182839434,6389,13.97824385662858,129,1.936858415649816
baseline_original,max.v,max.v,clean,5063,0,5063,0,0,0,4.213509776812167,12,45.176575153071305,199,1.2415563894923958,129,12.680031601817104,12.68240173809994,45.176575153071305,6286,14.159720012726694,129,0.0
baseline_original,max.v,max.v,glitch,5163,100,5063,0,100,0,3.7336819678481503,11,25.47085028084447,177,1.2196397443346891,129,11.63064110013558,11.701336432306798,25.47085028084447,6297,14.138002223280928,129,1.936858415649816
baseline_original,max.v,max.v,stuck_at,5163,100,5063,0,0,100,3.7249661049777263,11,22.376137904319194,119,1.2192523726515592,129,28096.12705791207,31776.172574084834,22.376137904319194,6295,14.14217633042097,129,1.936858415649816
baseline_original,memctrl.v,memctrl.v,bridging,81688,335,81353,335,0,0,3.3960067574184705,12,21.10485016159044,101,1.4149691509156792,321,31.707998726863188,20.243181373029085,21.10485016159044,115586,13.225546346443341,321,0.4100969542650083
baseline_original,memctrl.v,memctrl.v,clean,81353,0,81353,0,0,0,3.4016323921674676,12,22.893906801224293,112,1.419554288102467,321,19.403574545499243,20.170651358892727,22.893906801224293,115485,13.232705546174827,321,0.0
baseline_original,memctrl.v,memctrl.v,glitch,81688,335,81353,0,335,0,3.376407795514641,12,20.913022720595436,101,1.4138184311037116,321,31.35799627852316,19.867410145921067,20.913022720595436,115492,13.232033387593946,321,0.4100969542650083
baseline_original,memctrl.v,memctrl.v,stuck_at,81688,335,81353,0,0,335,3.377179022622662,12,21.167258348839486,101,1.4137939477034571,321,3961.0281191851923,3986.2921604152384,21.167258348839486,115490,13.232227898519353,321,0.4100969542650083
baseline_original,multiplier.v,multiplier.v,bridging,43074,100,42974,100,0,0,10.20467103124855,21,20.450434136602127,55,1.4597901286158703,65,769116.6753958304,785080.6081859126,20.450434136602127,62879,7.323033127117162,65,0.2321586107628732
baseline_original,multiplier.v,multiplier.v,clean,42974,0,42974,0,0,0,10.229906455065853,19,36.49890631544655,108,1.4608600549169266,65,236.1214687950854,236.8367152231582,36.49890631544655,62779,7.329250226986732,65,0.0
baseline_original,multiplier.v,multiplier.v,glitch,43074,100,42974,0,100,0,9.484607884106422,19,20.70799089938246,65,1.4574685425082416,65,151.39785021126434,152.3903514881367,20.70799089938246,62779,7.329250226986732,65,0.2321586107628732
baseline_original,multiplier.v,multiplier.v,stuck_at,43074,100,42974,0,0,100,9.576055160885918,19,22.79990249338348,75,1.4574685425082416,65,5968.677044156568,6178.174420764266,22.79990249338348,62779,7.329250226986732,65,0.2321586107628732
baseline_original,router.v,router.v,bridging,437,72,365,72,0,0,3.4782608695652173,15,4.31350114416476,12,1.2151029748283753,5,473685.87643020594,633868.6155606407,4.31350114416476,531,1.734463276836158,5,16.475972540045767
baseline_original,router.v,router.v,clean,365,0,365,0,0,0,2.835616438356164,8,7.808219178082192,12,1.3287671232876712,4,13.64109589041096,19.293150684931508,7.808219178082192,485,1.5649484536082474,4,0.0
baseline_original,router.v,router.v,glitch,437,72,365,0,72,0,1.757437070938215,8,3.869565217391304,12,1.137299771167048,4,4.826086956521739,61791.924485125855,3.869565217391304,497,1.5633802816901408,4,16.475972540045767
baseline_original,router.v,router.v,stuck_at,435,70,365,0,0,70,1.9241379310344828,8,4.24367816091954,12,1.1264367816091954,4,209199.30344827587,314946.9011494253,4.24367816091954,490,1.563265306122449,4,16.091954022988507
baseline_original,sin.v,sin.v,bridging,7755,100,7655,100,0,0,8.125338491295938,20,10.743907156673114,56,1.6888459058671825,65,820900.8098001289,851719.714893617,10.743907156673114,13097,4.92792242498282,65,1.2894906511927788
baseline_original,sin.v,sin.v,clean,7655,0,7655,0,0,0,8.120313520574788,20,32.10137165251469,92,1.6978445460483345,65,650.1608099281515,731.071456564337,32.10137165251469,12997,4.93213818573517,65,0.0
baseline_original,sin.v,sin.v,glitch,7755,100,7655,0,100,0,5.993552546744036,17,11.313217279174726,41,1.6759509993552546,65,144.2094132817537,165.99445519019986,11.313217279174726,12997,4.93213818573517,65,1.2894906511927788
baseline_original,sin.v,sin.v,stuck_at,7755,100,7655,0,0,100,6.333720180528691,17,11.126370083816893,40,1.6762088974854932,65,63669.67105093488,83576.88175370729,11.126370083816893,12999,4.9316870528502195,65,1.2894906511927788
baseline_original,sqrt.v,sqrt.v,bridging,36897,100,36797,100,0,0,4.027969753638507,9,20.596037618234543,123,1.648724828576849,121,6223258.481556766,6290121.875789359,20.596037618234543,60833,11.690085973073826,121,0.27102474455917824
baseline_original,sqrt.v,sqrt.v,clean,36797,0,36797,0,0,0,3.9984781368046307,8,94.45278147675083,252,1.6504606353778841,121,137620.01108786042,135787.99527135363,94.90743810636737,60732,11.700882566027794,121,0.0
baseline_original,sqrt.v,sqrt.v,glitch,36897,100,36797,0,100,0,3.9362549800796813,8,23.201940537171044,226,1.6459874786568014,121,845.8983115158414,830.6727647234193,23.223053364772202,60732,11.700882566027794,121,0.27102474455917824
baseline_original,sqrt.v,sqrt.v,stuck_at,36897,100,36797,0,0,100,3.9495080900886252,8,22.98983657207903,182,1.6460416836057132,121,19447.27698728894,19502.63991652438,22.98983657207903,60734,11.700563111272105,121,0.27102474455917824
baseline_original,square.v,square.v,bridging,35364,102,35262,102,0,0,7.126654224635223,27,15.87077253704332,33,1.3970139124533423,40,83163.47262753082,83561.8750989707,15.87077253704332,49404,2.6405554206137154,40,0.28842891075670174
baseline_original,square.v,square.v,clean,35262,0,35262,0,0,0,7.261726504452385,27,19.400771368612105,35,1.3982190459985253,40,134.30188304690603,136.83310646021212,19.400771368612105,49304,2.6387311374330684,40,0.0
baseline_original,square.v,square.v,glitch,35364,102,35262,0,102,0,6.485833050559892,24,16.331693247370207,34,1.3941861780341591,40,114.36723786901935,144.87727632620744,16.331693247370207,49304,2.6387311374330684,40,0.28842891075670174
baseline_original,square.v,square.v,stuck_at,35364,102,35262,0,0,102,6.407702748557855,24,15.695000565546884,34,1.3941861780341591,40,6231.667175658862,6375.334011989594,15.695000565546884,49304,2.6387311374330684,40,0.28842891075670174
baseline_original,voter.v,voter.v,bridging,26093,100,25993,100,0,0,8.785651324109914,30,17.382554708159276,38,1.412639405204461,5,259206.04798221745,265645.9522477293,17.382554708159276,36860,1.7241996744438415,5,0.3832445483462998
baseline_original,voter.v,voter.v,clean,25993,0,25993,0,0,0,9.916092794213826,39,35.89227869041665,47,1.413726772592621,5,1896.503443234717,2104.190205055207,35.89227869041665,36747,1.7186436988053446,5,0.0
baseline_original,voter.v,voter.v,glitch,26093,100,25993,0,100,0,7.377112635572759,23,17.11639136933277,44,1.4084620396274863,5,1085.1687042501821,1196.533706358027,17.11639136933277,36751,1.7186743217871623,5,0.3832445483462998
baseline_original,voter.v,voter.v,stuck_at,26093,100,25993,0,0,100,7.425516422028896,23,17.090100793316214,38,1.4084620396274863,5,8851.131452880083,9098.20492086,17.090100793316214,36751,1.7186743217871623,5,0.3832445483462998
