ok,range_label,netlist_file,fault_type,events_found,pseudo_fault_nodes_created,labeled_fault_nodes,num_nodes,num_edges,generated_file,generated_file_path,requested_k,effective_k,metadata_used
True,100-500,max.v,glitch,269,269,269,5332,6286,glitch_k269_max.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k269_max.v,269,269,True
True,100-500,c1908.v,glitch,273,273,273,752,929,glitch_k273_c1908.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k273_c1908.v,273,273,True
True,100-500,i2c.v,glitch,305,305,305,2327,2856,glitch_k305_i2c.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k305_i2c.v,305,305,True
True,100-500,int2float.v,glitch,359,359,359,766,523,glitch_k359_int2float.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k359_int2float.v,359,359,True
True,100-500,adder.v,glitch,376,376,376,2538,2668,glitch_k376_adder.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k376_adder.v,376,376,True
True,100-500,c17.v,glitch,11,11,11,17,12,glitch_k383_c17.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k383_c17.v,383,11,True
True,100-500,c6288.v,glitch,384,384,384,2737,4290,glitch_k384_c6288.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k384_c6288.v,384,384,True
True,100-500,memctrl.v,glitch,398,398,398,81751,115624,glitch_k398_memctrl.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k398_memctrl.v,398,398,True
True,100-500,ctrl.v,glitch,296,296,296,602,391,glitch_k403_ctrl.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k403_ctrl.v,403,296,True
True,100-500,c1355.v,glitch,406,406,406,924,976,glitch_k406_c1355.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k406_c1355.v,406,406,True
True,100-500,c5315.v,glitch,409,409,409,1995,2786,glitch_k409_c5315.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k409_c5315.v,409,409,True
True,100-500,dec.v,glitch,56,56,56,368,592,glitch_k431_dec.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k431_dec.v,431,56,True
True,100-500,c3540.v,glitch,452,452,452,1495,1866,glitch_k452_c3540.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k452_c3540.v,452,452,True
True,100-500,c499.v,glitch,215,215,215,389,376,glitch_k452_c499.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k452_c499.v,452,215,True
True,100-500,log2.v,glitch,453,453,453,47199,76804,glitch_k453_log2.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k453_log2.v,453,453,True
True,100-500,Priority.v,glitch,454,454,454,2270,2515,glitch_k454_Priority.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k454_Priority.v,454,454,True
True,100-500,div.v,glitch,494,494,494,101479,153708,glitch_k494_div.v,fault_injection_fig_faultsweep/100-500/glitch/glitch_k494_div.v,494,494,True
True,100-500,bar.v,bridging,100,100,100,3059,5612,bridging_k100_bar.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k100_bar.v,100,100,True
True,100-500,cavlc.v,bridging,127,127,127,1368,1840,bridging_k127_cavlc.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k127_cavlc.v,127,127,True
True,100-500,sin.v,bridging,146,146,146,7801,13143,bridging_k146_sin.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k146_sin.v,146,146,True
True,100-500,square.v,bridging,150,150,150,35412,49454,bridging_k150_square.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k150_square.v,150,150,True
True,100-500,voter.v,bridging,156,156,156,26149,36903,bridging_k156_voter.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k156_voter.v,156,156,True
True,100-500,arbiter.v,bridging,164,164,164,23353,34552,bridging_k164_arbiter.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k164_arbiter.v,164,164,True
True,100-500,router.v,bridging,187,187,187,552,672,bridging_k187_router.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k187_router.v,187,187,True
True,100-500,c7552.v,bridging,190,190,190,2521,4313,bridging_k190_c7552.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k190_c7552.v,190,190,True
True,100-500,c880.v,bridging,196,196,196,519,737,bridging_k196_c880.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k196_c880.v,196,196,True
True,100-500,c2670.v,bridging,231,231,231,930,1309,bridging_k231_c2670.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k231_c2670.v,231,231,True
True,100-500,c432.v,bridging,236,236,236,407,500,bridging_k236_c432.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k236_c432.v,236,236,True
True,100-500,multiplier.v,bridging,244,244,244,43218,63023,bridging_k244_multiplier.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k244_multiplier.v,244,244,True
True,100-500,sqrt.v,bridging,261,261,261,37058,60993,bridging_k261_sqrt.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k261_sqrt.v,261,261,True
True,100-500,max.v,bridging,269,269,269,5332,6555,bridging_k269_max.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k269_max.v,269,269,True
True,100-500,c1908.v,bridging,273,273,273,752,1190,bridging_k273_c1908.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k273_c1908.v,273,273,True
True,100-500,i2c.v,bridging,305,305,305,2327,3221,bridging_k305_i2c.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k305_i2c.v,305,305,True
True,100-500,int2float.v,bridging,359,359,359,766,882,bridging_k359_int2float.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k359_int2float.v,359,359,True
True,100-500,adder.v,bridging,376,376,376,2538,3044,bridging_k376_adder.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k376_adder.v,376,376,True
True,100-500,c17.v,bridging,55,55,55,61,56,bridging_k383_c17.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k383_c17.v,383,55,True
True,100-500,c6288.v,bridging,384,384,384,2737,4673,bridging_k384_c6288.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k384_c6288.v,384,384,True
True,100-500,memctrl.v,bridging,398,398,398,81751,116022,bridging_k398_memctrl.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k398_memctrl.v,398,398,True
True,100-500,ctrl.v,bridging,403,403,403,709,790,bridging_k403_ctrl.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k403_ctrl.v,403,403,True
True,100-500,c1355.v,bridging,406,406,406,924,1299,bridging_k406_c1355.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k406_c1355.v,406,406,True
True,100-500,c5315.v,bridging,409,409,409,1995,3183,bridging_k409_c5315.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k409_c5315.v,409,409,True
True,100-500,dec.v,bridging,431,431,431,743,1023,bridging_k431_dec.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k431_dec.v,431,431,True
True,100-500,c3540.v,bridging,452,452,452,1495,2303,bridging_k452_c3540.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k452_c3540.v,452,452,True
True,100-500,c499.v,bridging,452,452,452,626,771,bridging_k452_c499.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k452_c499.v,452,452,True
True,100-500,log2.v,bridging,453,453,453,47199,77257,bridging_k453_log2.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k453_log2.v,453,453,True
True,100-500,Priority.v,bridging,454,454,454,2270,2969,bridging_k454_Priority.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k454_Priority.v,454,454,True
True,100-500,div.v,bridging,494,494,494,101479,154202,bridging_k494_div.v,fault_injection_fig_faultsweep/100-500/bridging/bridging_k494_div.v,494,494,True
True,500-1000,Priority.v,clean,0,0,0,1816,2515,Priority.v,fault_injection_fig_faultsweep/clean_netlists/Priority.v,0,0,True
True,500-1000,adder.v,clean,0,0,0,2162,2668,adder.v,fault_injection_fig_faultsweep/clean_netlists/adder.v,0,0,True
True,500-1000,arbiter.v,clean,0,0,0,23189,34388,arbiter.v,fault_injection_fig_faultsweep/clean_netlists/arbiter.v,0,0,True
True,500-1000,bar.v,clean,0,0,0,2959,5512,bar.v,fault_injection_fig_faultsweep/clean_netlists/bar.v,0,0,True
True,500-1000,c1355.v,clean,0,0,0,518,824,c1355.v,fault_injection_fig_faultsweep/clean_netlists/c1355.v,0,0,True
True,500-1000,c17.v,clean,0,0,0,6,6,c17.v,fault_injection_fig_faultsweep/clean_netlists/c17.v,0,0,True
True,500-1000,c1908.v,clean,0,0,0,479,862,c1908.v,fault_injection_fig_faultsweep/clean_netlists/c1908.v,0,0,True
True,500-1000,c2670.v,clean,0,0,0,699,1086,c2670.v,fault_injection_fig_faultsweep/clean_netlists/c2670.v,0,0,True
True,500-1000,c3540.v,clean,0,0,0,1043,1719,c3540.v,fault_injection_fig_faultsweep/clean_netlists/c3540.v,0,0,True
True,500-1000,c432.v,clean,0,0,0,171,266,c432.v,fault_injection_fig_faultsweep/clean_netlists/c432.v,0,0,True
True,500-1000,c499.v,clean,0,0,0,174,264,c499.v,fault_injection_fig_faultsweep/clean_netlists/c499.v,0,0,True
True,500-1000,c5315.v,clean,0,0,0,1586,2627,c5315.v,fault_injection_fig_faultsweep/clean_netlists/c5315.v,0,0,True
True,500-1000,c6288.v,clean,0,0,0,2353,4178,c6288.v,fault_injection_fig_faultsweep/clean_netlists/c6288.v,0,0,True
True,500-1000,c7552.v,clean,0,0,0,2331,4131,c7552.v,fault_injection_fig_faultsweep/clean_netlists/c7552.v,0,0,True
True,500-1000,c880.v,clean,0,0,0,323,440,c880.v,fault_injection_fig_faultsweep/clean_netlists/c880.v,0,0,True
True,500-1000,cavlc.v,clean,0,0,0,1241,1713,cavlc.v,fault_injection_fig_faultsweep/clean_netlists/cavlc.v,0,0,True
True,500-1000,ctrl.v,clean,0,0,0,306,391,ctrl.v,fault_injection_fig_faultsweep/clean_netlists/ctrl.v,0,0,True
True,500-1000,dec.v,clean,0,0,0,312,592,dec.v,fault_injection_fig_faultsweep/clean_netlists/dec.v,0,0,True
True,500-1000,div.v,clean,0,0,0,100985,153708,div.v,fault_injection_fig_faultsweep/clean_netlists/div.v,0,0,True
True,500-1000,i2c.v,clean,0,0,0,2022,2824,i2c.v,fault_injection_fig_faultsweep/clean_netlists/i2c.v,0,0,True
True,500-1000,int2float.v,clean,0,0,0,407,523,int2float.v,fault_injection_fig_faultsweep/clean_netlists/int2float.v,0,0,True
True,500-1000,log2.v,clean,0,0,0,46746,76804,log2.v,fault_injection_fig_faultsweep/clean_netlists/log2.v,0,0,True
True,500-1000,max.v,clean,0,0,0,5063,6286,max.v,fault_injection_fig_faultsweep/clean_netlists/max.v,0,0,True
True,500-1000,memctrl.v,clean,0,0,0,81353,115485,memctrl.v,fault_injection_fig_faultsweep/clean_netlists/memctrl.v,0,0,True
True,500-1000,multiplier.v,clean,0,0,0,42974,62779,multiplier.v,fault_injection_fig_faultsweep/clean_netlists/multiplier.v,0,0,True
True,500-1000,router.v,clean,0,0,0,365,485,router.v,fault_injection_fig_faultsweep/clean_netlists/router.v,0,0,True
True,500-1000,sin.v,clean,0,0,0,7655,12997,sin.v,fault_injection_fig_faultsweep/clean_netlists/sin.v,0,0,True
True,500-1000,sqrt.v,clean,0,0,0,36797,60732,sqrt.v,fault_injection_fig_faultsweep/clean_netlists/sqrt.v,0,0,True
True,500-1000,square.v,clean,0,0,0,35262,49304,square.v,fault_injection_fig_faultsweep/clean_netlists/square.v,0,0,True
True,500-1000,voter.v,clean,0,0,0,25993,36747,voter.v,fault_injection_fig_faultsweep/clean_netlists/voter.v,0,0,True
True,500-1000,i2c.v,stuck_at,505,505,505,2527,2968,stuck_at_k505_i2c.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k505_i2c.v,505,505,True
True,500-1000,router.v,stuck_at,362,362,362,727,485,stuck_at_k518_router.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k518_router.v,518,362,True
True,500-1000,c2670.v,stuck_at,520,520,520,1219,1227,stuck_at_k520_c2670.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k520_c2670.v,520,520,True
True,500-1000,sin.v,stuck_at,520,520,520,8175,12997,stuck_at_k520_sin.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k520_sin.v,520,520,True
True,500-1000,c1908.v,stuck_at,512,512,512,991,986,stuck_at_k531_c1908.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k531_c1908.v,531,512,True
True,500-1000,c3540.v,stuck_at,542,542,542,1585,1885,stuck_at_k542_c3540.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k542_c3540.v,542,542,True
True,500-1000,c499.v,stuck_at,215,215,215,389,376,stuck_at_k545_c499.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k545_c499.v,545,215,True
True,500-1000,ctrl.v,stuck_at,296,296,296,602,391,stuck_at_k559_ctrl.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k559_ctrl.v,559,296,True
True,500-1000,arbiter.v,stuck_at,571,571,571,23760,34388,stuck_at_k571_arbiter.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k571_arbiter.v,571,571,True
True,500-1000,c17.v,stuck_at,11,11,11,17,12,stuck_at_k614_c17.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k614_c17.v,614,11,True
True,500-1000,dec.v,stuck_at,56,56,56,368,592,stuck_at_k642_dec.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k642_dec.v,642,56,True
True,500-1000,cavlc.v,stuck_at,652,652,652,1893,1713,stuck_at_k652_cavlc.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k652_cavlc.v,652,652,True
True,500-1000,c432.v,stuck_at,207,207,207,378,347,stuck_at_k682_c432.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k682_c432.v,682,207,True
True,500-1000,square.v,stuck_at,697,697,697,35959,49304,stuck_at_k697_square.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k697_square.v,697,697,True
True,500-1000,max.v,stuck_at,701,701,701,5764,6286,stuck_at_k701_max.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k701_max.v,701,701,True
True,500-1000,Priority.v,stuck_at,723,723,723,2539,2515,stuck_at_k723_Priority.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k723_Priority.v,723,723,True
True,500-1000,c5315.v,stuck_at,726,726,726,2312,2967,stuck_at_k726_c5315.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k726_c5315.v,726,726,True
True,500-1000,bar.v,stuck_at,767,767,767,3726,5512,stuck_at_k767_bar.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k767_bar.v,767,767,True
True,500-1000,c880.v,stuck_at,383,383,383,706,661,stuck_at_k770_c880.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k770_c880.v,770,383,True
True,500-1000,int2float.v,stuck_at,400,400,400,807,523,stuck_at_k813_int2float.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k813_int2float.v,813,400,True
True,500-1000,div.v,stuck_at,827,827,827,101812,153708,stuck_at_k827_div.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k827_div.v,827,827,True
True,500-1000,log2.v,stuck_at,832,832,832,47578,76804,stuck_at_k832_log2.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k832_log2.v,832,832,True
True,500-1000,memctrl.v,stuck_at,884,884,884,82237,115722,stuck_at_k884_memctrl.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k884_memctrl.v,884,884,True
True,500-1000,c1355.v,stuck_at,559,559,559,1077,1032,stuck_at_k889_c1355.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k889_c1355.v,889,559,True
True,500-1000,c7552.v,stuck_at,903,903,903,3234,4217,stuck_at_k903_c7552.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k903_c7552.v,903,903,True
